title,question,answer,type
Megan Fox,What role did Megan Fox have in the 'Teenage Mutant Ninja Turtles' films?,April O'Neil,general
"Meghan, Duchess of Sussex","What was the name of Meghan, Duchess of Sussex's lifestyle blog?",The Tig,general
"Meghan, Duchess of Sussex","What role did Meghan, Duchess of Sussex play in the TV show Suits?",Rachel Zane,general
"Meghan, Duchess of Sussex","What is Meghan, Duchess of Sussex's birth name?",Rachel Meghan Markle,general
"Meghan, Duchess of Sussex","When was Meghan, Duchess of Sussex born?","August 4, 1981",general
"Meghan, Duchess of Sussex","Who was Meghan, Duchess of Sussex married to before Prince Harry?",Trevor Engelson,general
Mike Tyson,What are some of Mike Tyson's nicknames?,"Iron Mike, Kid Dynamite, The Baddest Man on the Planet",general
Mike Tyson,How many of Tyson's first professional fights ended in a knockout?,19,general
Mike Tyson,When was Mike Tyson born?,"June 30, 1966",general
Mike Tyson,What is Mike Tyson's full name?,Michael Gerard Tyson,general
Mike Tyson,How long did Mike Tyson's professional boxing career last?,1985 to 2005,general
Mila Kunis,When was Mila Kunis born?,"August 14, 1983",general
Mila Kunis,Where was Mila Kunis born?,"Chernivtsi, Ukraine",general
Mila Kunis,What was Mila Kunis's breakout film role?,Forgetting Sarah Marshall,general
Mila Kunis,For which film did Mila Kunis receive nominations for the SAG Award and the Golden Globe Award for Best Supporting Actress?,Black Swan,general
Mila Kunis,What was Mila Kunis's mother tongue?,Russian,general
Moshe Greenberg,Where did Gerhard von Rad study?,University of Erlangen and University of Tübingen,domain
Moshe Greenberg,What was the name of Joseph B. Soloveitchik's essay that deals with the correlation between science and philosophy?,The Halakhic Mind - An essay on Jewish tradition and modern thought,domain
Moshe Greenberg,What university did Joseph B. Soloveitchik enter in 1926?,"The Friedrich Wilhelm University in Berlin, Germany",domain
Moshe Greenberg,Where did Joseph B. Soloveitchik graduate from in 1922?,The liberal arts 'Gymnasium' in Dubno,domain
Moshe Greenberg,Where was Abraham Joshua Heschel born?,Warsaw,domain
Moshe Greenberg,How many books has Walter Brueggemann written?,More than 58,domain
Moshe Greenberg,When did Martin Buber become an honorary professor at the University of Frankfurt am Main?,1930,domain
Moshe Greenberg,What was Martin Buber's attitude towards Zionism?,He believed in a binational solution in Palestine and a regional federation of Israel and Arab states,domain
Moshe Greenberg,Who was Martin Buber's grandfather?,"Solomon Buber, a scholar of Midrash and Rabbinic Literature",domain
Moshe Greenberg,When was Gerhard von Rad born?,21 October 1901,domain
Moshe Greenberg,What was the name of the school Joseph B. Soloveitchik pioneered in Boston in 1937?,The Maimonides School,domain
Moshe Greenberg,What was Martin Buber's philosophy of dialogue?,A form of existentialism centered on the distinction between the I–Thou relationship and the I–It relationship,domain
Moshe Greenberg,What was the title of Abraham Joshua Heschel's book that explores the nature and celebration of Shabbat?,The Sabbath: Its Meaning for Modern Man,domain
Moshe Greenberg,What was the name of the publishing house where Martin Buber worked as a lecturer?,Rütten & Loening,domain
Moshe Greenberg,What was the title of Abraham Joshua Heschel's masterwork that explores classical rabbinic theology and aggadah?,Torah min HaShamayim BeAspaklariya shel HaDorot,domain
Moshe Greenberg,What was Gerhard von Rad's approach to Old Testament theology?,A new methodological approach that deserves to be put in a class by itself,domain
Moshe Greenberg,Who was Abraham Joshua Heschel's paternal great-great-grandfather?,Rebbe Avraham Yehoshua Heshel of Apt,domain
Moshe Greenberg,When was Joseph B. Soloveitchik born?,"February 27, 1903",domain
Moshe Greenberg,What was the title of Gerhard von Rad's two volumes of Theology of the Old Testament?,Not specified,domain
Moshe Greenberg,What degree did Walter Brueggemann receive from Elmhurst College in 1955?,A.B.,domain
Moshe Greenberg,Where is the Schechter Institute of Jewish Studies located?,Jerusalem,entity
Moshe Greenberg,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,entity
Moshe Greenberg,What is the Israel Prize?,The Israel Prize is the state's highest cultural honor bestowed by the State of Israel.,entity
Moshe Greenberg,Who was the founding director of the Katz Center?,David B. Ruderman.,entity
Moshe Greenberg,What were the two institutions that preceded the Katz Center?,Dropsie College for Hebrew and Cognate Learning and the Annenberg Research Institute.,entity
Moshe Greenberg,Why has Jewish studies seen a growth in interest and academic engagement in the United States?,"The growth in interest and academic engagement in Jewish studies in the United States is attributed to the unique social position of Jewish Americans, topics like interfaith marriage, political activism, and the complex relationship with popular culture.",entity
Moshe Greenberg,What is Jewish studies?,"Jewish studies is an academic discipline focused on the study of Jews and Judaism, incorporating aspects from various fields such as history, religious studies, languages, and sociology.",entity
Moshe Greenberg,What are some related fields to Jewish studies?,"Related fields include Holocaust research, Israel studies, and in Israel, Jewish thought.",entity
Moshe Greenberg,How many M.A. graduates does the Schechter Institute have?,"Approximately 2,000 M.A. graduates",entity
Moshe Greenberg,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,entity
Moshe Greenberg,Who endowed the Katz Center in 2008 and why?,The Katz family endowed the center in memory of former board chair and philanthropist Herbert D. Katz.,entity
Moshe Greenberg,What was the principal objective of the Verein für Kultur und Wissenschaft der Juden?,Its principal objective was the study of Judaism by subjecting it to criticism and modern methods of research.,entity
Moshe Greenberg,When is the Israel Prize awarded?,The Israel Prize is awarded annually on Israeli Independence Day.,entity
Moshe Greenberg,Who initiated the establishment of the Israel Prize?,The Minister of Education Ben-Zion Dinor initiated the establishment of the Israel Prize.,entity
Moshe Greenberg,What are the main languages studied in Assyriology?,The main languages studied in Assyriology are Akkadian and Sumerian.,entity
Moshe Greenberg,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,entity
Moshe Greenberg,Where is the Israel Prize ceremony held?,The ceremony is held in Jerusalem.,entity
Moshe Greenberg,Who attends the Israel Prize ceremony?,"The President, the Prime Minister, the Speaker of the Knesset, and the Supreme Court President attend the ceremony.",entity
Moshe Greenberg,What unique program does the Schechter Institute offer that combines Chaplaincy with a degree in Family and Community Studies?,The Marpeh program,entity
Moshe Greenberg,What is the Katz Center for Advanced Judaic Studies?,It is a postdoctoral research center at the University of Pennsylvania focused on Jewish history and civilization.,entity
Muhammad Ali,In what year did Muhammad Ali win a gold medal at the Summer Olympics?,1960,general
Muhammad Ali,What was Muhammad Ali's birth name?,Cassius Marcellus Clay Jr.,general
Muhammad Ali,When was Muhammad Ali born?,"January 17, 1942",general
Muhammad Ali,What nickname was Muhammad Ali known by?,the Greatest,general
Muhammad Ali,Who did Muhammad Ali defeat to win the world heavyweight championship in 1964?,Sonny Liston,general
Najaf Daryabandari,What is the name of the organization that Bahram Beyzaie co-founded in 1968?,Iranian Writers' Guild,domain
Najaf Daryabandari,Who published an elegy for Sadegh Hedayat in 1954?,"John Heath-Stubbs, an English poet",domain
Najaf Daryabandari,What is the title of Bahram Beyzaie's groundbreaking book on Iranian theatre?,A Study on Iranian Theatre (Namayesh dar Iran),domain
Najaf Daryabandari,What was the occupation of Sadegh Hedayat's great-grandfather Reza-Qoli Khan Hedayat Tabarestani?,Writer and government worker,domain
Najaf Daryabandari,When was Mohammad-Taqi Bahar born?,10 December 1886,domain
Najaf Daryabandari,What is William Faulkner's first novel?,Soldiers' Pay.,entity
Najaf Daryabandari,"When was ""A Rose for Emily"" first published?","April 30, 1930.",entity
Najaf Daryabandari,"Who is the main character in ""A Rose for Emily""?",Emily Grierson.,entity
Najaf Daryabandari,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,entity
Najaf Daryabandari,Where was William Faulkner born?,"New Albany, Mississippi.",entity
Nelson Mandela,What was Nelson Mandela's birth name?,Rolihlahla Mandela,general
Nelson Mandela,Who was the president that released Mandela from prison?,F. W. de Klerk,general
Nelson Mandela,How many years was Mandela imprisoned?,27 years,general
Nelson Mandela,Which political party did Mandela join in 1943?,The African National Congress (ANC),general
Nelson Mandela,How long did Nelson Mandela serve as the president of South Africa?,1994 to 1999,general
Nicki Minaj,What genre of music is Nicki Minaj known for?,Rap and Hip Hop,general
Nicki Minaj,What title is Nicki Minaj often referred to?,Queen of Rap,general
Nicki Minaj,When was Nicki Minaj born?,"December 8, 1982",general
Nicki Minaj,What was the name of Nicki Minaj's debut album?,Pink Friday,general
Nicki Minaj,Which Nicki Minaj single was certified diamond by the RIAA?,Super Bass,general
Pablo Escobar,What was Pablo Escobar widely known as?,the king of cocaine,general
Pablo Escobar,In which city was Pablo Escobar raised?,Medellín,general
Pablo Escobar,What cartel did Pablo Escobar found?,the Medellín Cartel,general
Pablo Escobar,What was Pablo Escobar's full name?,Pablo Emilio Escobar Gaviria,general
Pablo Escobar,What nationality was Pablo Escobar?,Colombian,general
Paul Gerhardt,What was the name of Telemann's first wife?,Amalie Louise Juliane Eberlin,domain
Paul Gerhardt,When was Johann Franck born?,1 June 1618,domain
Paul Gerhardt,What was Johann Heermann's most influential work of devotional poetry?,Devoti musica cordis (1630),domain
Paul Gerhardt,What was the name of Telemann's godson who succeeded him at his Hamburg post?,Carl Philipp Emmanuel Bach,domain
Paul Gerhardt,What was the title of the book in which Nikolaus Herman published his hymns?,Die Sonntagsevangelia über das Jahr in Gesänge verfasset für die Kinder und christlichen Hausväter,domain
Paul Gerhardt,What style of music did Telemann help create?,German mixed style,domain
Paul Gerhardt,When was Johann Heermann born?,11 October 1585,domain
Paul Gerhardt,What was Telemann's first major opera?,Germanicus,domain
Paul Gerhardt,When was Nikolaus Herman born?,Around 1500,domain
Paul Gerhardt,Where was Georg Philipp Telemann born?,Magdeburg,domain
Paul Gerhardt,How many compositions did Telemann write during his lifetime?,"More than 3,000",domain
Paul Gerhardt,At what age did Telemann receive his first music lessons?,10,domain
Paul Gerhardt,What degree did Philipp Nicolai graduate with from the University of Wittenberg?,Doctorate Degree in Theology,domain
Paul Gerhardt,Where did Telemann study law?,University of Leipzig,domain
Paul Gerhardt,What was Philipp Nicolai's father's occupation?,Lutheran pastor,domain
Paul Gerhardt,What instrument did Telemann teach himself to play?,"Flute, oboe, violin, viola da gamba, recorder, double bass, and other instruments",domain
Paul Gerhardt,When was Philipp Nicolai ordained to the Lutheran ministry?,1583,domain
Paul Gerhardt,Who is supposed to be the last example of the Meistersinger tradition?,Philipp Nicolai,domain
Paul Gerhardt,When did Nikolaus Herman retire?,24 June 1557,domain
Paul Gerhardt,Where did Philipp Nicolai study theology?,University of Erfurt,domain
Paul Gerhardt,Where did Johann Crüger receive his early education?,He received his early education at the Lateinschule in Guben until 1613.,entity
Paul Gerhardt,Who was the ruler that stipulated the creation of Saxe-Merseburg in his will?,John George I of Saxony,entity
Paul Gerhardt,What is Gräfenhainichen?,"Gräfenhainichen is a town in Wittenberg district in Saxony-Anhalt, Germany.",entity
Paul Gerhardt,Who were the main formulators of the Formula of Concord?,The most important formulators of the Formula of Concord were Jakob Andreä and Martin Chemnitz.,entity
Paul Gerhardt,What was the purpose of the Formula of Concord's promulgation and subscription?,The purpose was the unification and preservation of Lutheranism.,entity
Paul Gerhardt,When and where was Johann Crüger born?,Johann Crüger was born on 9 April 1598 in Groß Breesen (now part of Guben).,entity
Paul Gerhardt,How far is Mittenwalde from the centre of Berlin?,30 km southeast,entity
Paul Gerhardt,In what century was Praxis pietatis melica first published?,17th century,entity
Paul Gerhardt,How was the final form of the Formula of Concord known?,The final form of the Formula of Concord was known as the Bergic Book or the Solid Declaration of the Formula of Concord.,entity
Paul Gerhardt,What is the meaning of the Latin title 'Praxis pietatis melica'?,Practice of Piety in Song,entity
Paul Gerhardt,Has the debt Mittenwalde lent to Berlin ever been repaid?,No,entity
Paul Gerhardt,What was the capital of the Duchy of Saxe-Merseburg?,Merseburg,entity
Paul Gerhardt,What was Johann Crüger's ethnicity?,He was an ethnic Sorb.,entity
Paul Gerhardt,What are the two parts of the Formula of Concord?,The two parts of the Formula of Concord are the Epitome and the Solid Declaration.,entity
Paul Gerhardt,What was required of every clergyman in the Electorate of Saxony regarding the Formula of Concord?,Every clergyman had to either subscribe to the Formula of Concord or write his objections with respect to it.,entity
Paul Gerhardt,What was Gräfenhainichen the seat of before January 2011?,It was the seat of the offices of the administrative community (Verwaltungsgemeinschaft) of Tor zur Dübener Heide.,entity
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,entity
Paul Gerhardt,What is the Formula of Concord?,"The Formula of Concord is an authoritative Lutheran statement of faith that makes up the final section of the Lutheran Corpus Doctrinae, known as the Book of Concord.",entity
Paul Gerhardt,What did Johann Crüger study in Berlin?,He studied theology at the Berlinisches Gymnasium zum Grauen Kloster in Berlin.,entity
Paul Gerhardt,How many editions of Praxis pietatis melica were published between 1647 and 1737?,45 editions,entity
"Philip Stanhope, 5th Earl Stanhope",Where did Francis Palgrave initially work as a clerk?,A London solicitor's firm,domain
"Philip Stanhope, 5th Earl Stanhope",How many volumes did Introduction to the Literature of Europe consist of?,Four volumes,domain
"Philip Stanhope, 5th Earl Stanhope",What was the title of Henry Hallam's work published in 1837?,"Introduction to the Literature of Europe, in the Fifteenth, Sixteenth and Seventeenth Centuries",domain
"Philip Stanhope, 5th Earl Stanhope",Who was Lord Acton's father?,"Sir Ferdinand Dalberg-Acton, 7th Baronet",domain
"Philip Stanhope, 5th Earl Stanhope",When was Henry Hallam born?,9 July 1777,domain
"Philip Stanhope, 5th Earl Stanhope",What was Lord Acton's most famous quote?,"Power tends to corrupt, and absolute power corrupts absolutely",domain
"Philip Stanhope, 5th Earl Stanhope",What award did Henry Hallam receive in 1830?,The gold medal for history founded by George IV,domain
"Philip Stanhope, 5th Earl Stanhope",What was the name of the university that Lord Acton was appointed to as Regius Professor of Modern History?,University of Cambridge,domain
"Philip Stanhope, 5th Earl Stanhope",How did Thomas Babington Macaulay die?,He died of a heart attack on 28 December 1859,domain
"Philip Stanhope, 5th Earl Stanhope",Who was Henry Hallam's father?,"Rev John Hallam, canon of Windsor and dean of Bristol",domain
"Philip Stanhope, 5th Earl Stanhope",Who appointed Lord Acton to the Regius Professorship of Modern History?,Lord Rosebery,domain
"Philip Stanhope, 5th Earl Stanhope",What honor was bestowed upon Lord Acton in 1869?,He was raised to the peerage as Baron Acton,domain
"Philip Stanhope, 5th Earl Stanhope",When was Lord Acton born?,10 January 1834,domain
"Philip Stanhope, 5th Earl Stanhope",When was Francis Palgrave admitted to the Fellowship of the Royal Society?,1821,domain
"Philip Stanhope, 5th Earl Stanhope",What was Lord Acton's stance on the American Civil War?,He sympathized with the Confederacy,domain
"Philip Stanhope, 5th Earl Stanhope",When was William Stubbs born?,21 June 1825,domain
"Philip Stanhope, 5th Earl Stanhope",Who was Henry Hallam's eldest son?,Arthur Henry Hallam,domain
"Philip Stanhope, 5th Earl Stanhope","When and whom did Robert Smith, 1st Baron Carrington, marry as his first wife?",Anne Boldero-Barnard on 6 July 1780.,entity
"Philip Stanhope, 5th Earl Stanhope",What was the role of the Secretary to the Board of Control?,"Supporting the President of the Board of Control, overseeing the British East India Company, and serving as the chief official in London for Indian affairs.",entity
"Philip Stanhope, 5th Earl Stanhope",What is the main purpose of the Royal Literary Fund?,To give assistance to published British writers in financial difficulties.,entity
"Philip Stanhope, 5th Earl Stanhope","What was Robert Smith, 1st Baron Carrington's profession before he was raised to the peerage?","He was a banker, slave owner, and politician.",entity
"Philip Stanhope, 5th Earl Stanhope",How long did Robert Smith serve in the House of Commons?,From 1779 to 1797.,entity
"Philip Stanhope, 5th Earl Stanhope",During which years did the post of Secretary to the Board of Control have Joint Secretaries?,Part of 1834 and from 1835,entity
"Philip Stanhope, 5th Earl Stanhope",Who was the first Secretary to the Board of Control?,Charles William Rouse-Boughton,entity
"Philip Stanhope, 5th Earl Stanhope",What year was the Royal Literary Fund granted a royal charter?,1818,entity
"Philip Stanhope, 5th Earl Stanhope",Who held the position of Secretary to the Board of Control just before it was abolished?,Henry Baillie,entity
"Philip Stanhope, 5th Earl Stanhope",When was the position of Secretary to the Board of Control abolished?,1858,entity
"Philip Stanhope, 5th Earl Stanhope",Can you name some of the established writers the Royal Literary Fund has helped?,"Samuel Taylor Coleridge, James Joyce, and Joseph Conrad among others.",entity
"Philip Stanhope, 5th Earl Stanhope",How does the Royal Literary Fund generate its current funds?,"Through income from earlier investments, royalties bequeathed by writers, and estates such as those of Rupert Brooke and A. A. Milne.",entity
"Philip Stanhope, 5th Earl Stanhope","Who were Robert Smith, 1st Baron Carrington's parents?","Abel Smith (1717–1788) and Mary (née Bird, 1724–1780).",entity
"Philip Stanhope, 5th Earl Stanhope",What position succeeded the Secretary to the Board of Control after its abolition?,Under-Secretary of State for India,entity
"Philip Stanhope, 5th Earl Stanhope",When was the Royal Literary Fund founded?,1790,entity
"Philip Stanhope, 5th Earl Stanhope",What significant event inspired the founding of the Royal Literary Fund?,"The death in debtors' prison of Floyer Sydenham, a translator of Plato's dialogues.",entity
"Philip Stanhope, 5th Earl Stanhope","When was Robert Smith, 1st Baron Carrington, born?",22 January 1752,entity
Prince (musician),What was Prince's original name?,Prince Rogers Nelson,general
Prince (musician),When was Prince Rogers Nelson born?,"June 7, 1958",general
Prince (musician),How many albums did Prince release during his lifetime?,39,general
Prince (musician),What instruments was Prince known for his skill in playing?,Multi-instrumentalist,general
Prince (musician),In what year was Prince inducted into the Rock and Roll Hall of Fame?,2004,general
"Princess Margaret, Countess of Snowdon",Who did Princess Margaret fall in love with in the early 1950s?,Peter Townsend,general
"Princess Margaret, Countess of Snowdon",Who did Princess Margaret marry in 1960?,Antony Armstrong-Jones,general
"Princess Margaret, Countess of Snowdon",What is the full name of Princess Margaret?,Margaret Rose,general
"Princess Margaret, Countess of Snowdon",When did Princess Margaret and Antony Armstrong-Jones divorce?,1978,general
"Princess Margaret, Countess of Snowdon",Who were Princess Margaret's parents?,King George VI and Queen Elizabeth The Queen Mother,general
Robin Williams,When was Robin Williams born?,"July 21, 1951",general
Robin Williams,What was Robin Williams' full name?,Robin McLaurin Williams,general
Robin Williams,In which sitcom did Robin Williams play an alien named Mork?,Mork & Mindy,general
Robin Williams,When did Robin Williams pass away?,"August 11, 2014",general
Robin Williams,For what skill was Robin Williams known?,Improvisational skills,general
Roger Federer,How many weeks was Roger Federer ranked world No. 1 in singles?,310 weeks,general
Roger Federer,How many Grand Slam singles titles has Roger Federer won?,20,general
Roger Federer,In which year did Roger Federer win his first major singles title?,2003,general
Roger Federer,What is Roger Federer's nationality?,Swiss,general
Roger Federer,Who was Roger Federer's main rival until 2010?,Rafael Nadal,general
Ronald Reagan,When was Ronald Reagan born?,"February 6, 1911",general
Ronald Reagan,Which college did Ronald Reagan graduate from?,Eureka College,general
Ronald Reagan,In what year did Ronald Reagan win the presidency over Jimmy Carter?,1980,general
Ronald Reagan,Which disease hindered Ronald Reagan post-presidency?,Alzheimer's disease,general
Ronald Reagan,Who was Ronald Reagan's vice president who he defeated in the 1984 presidential election?,Walter Mondale,general
Rudolf Christoph Eucken,What was the name of the concept that Heidegger introduced to denote a 'living being' through its activity of 'being there'?,Dasein,domain
Rudolf Christoph Eucken,What was the title of Karl Jaspers' 1913 work that influenced many later diagnostic criteria?,General Psychopathology,domain
Rudolf Christoph Eucken,How did Ernst Troeltsch's work fare in the immediate aftermath of his death?,It was neglected as part of a wider rejection of liberal thought,domain
Rudolf Christoph Eucken,What was the name of the German philosopher who argued that Heidegger's support for Nazism revealed flaws inherent in his thought?,Theodor Adorno,domain
Rudolf Christoph Eucken,What was Edmund Husserl's family background?,"He was born into a Jewish family, the second of four children",domain
Rudolf Christoph Eucken,Where did Schopenhauer study at the University of Göttingen?,Medicine,domain
Rudolf Christoph Eucken,What was the name of the university where Heidegger studied theology and scholastic philosophy?,University of Freiburg,domain
Rudolf Christoph Eucken,What difficulties did Ernst Troeltsch experience during his university years?,Difficulties in his student fraternity due to his homosexuality,domain
Rudolf Christoph Eucken,What was the title of Heidegger's first major work?,Being and Time,domain
Rudolf Christoph Eucken,What was the name of the German philosopher who criticized Heidegger's behavior towards Husserl?,Hannah Arendt,domain
Rudolf Christoph Eucken,What was the name of the essay that Schopenhauer sent to the Royal Norwegian Society of Sciences in 1838?,On the Freedom of the Will,domain
Rudolf Christoph Eucken,What was Schopenhauer's view on the nature of music?,Music is a means of expressing the will and providing a temporary escape from the suffering of life,domain
Rudolf Christoph Eucken,What was the title of Heidegger's 1966 interview with Der Spiegel?,Only a God Can Save Us,domain
Rudolf Christoph Eucken,What was the name of the book that Schopenhauer published in 1851?,Parerga and Paralipomena,domain
Rudolf Christoph Eucken,What was the occupation of Karl Jaspers' mother's family?,Local farming community,domain
Rudolf Christoph Eucken,What was Schopenhauer's view on the nature of love?,Love is a means of perpetuating the species and is driven by the will,domain
Rudolf Christoph Eucken,Where was Arthur Schopenhauer born?,"Gdańsk, Polish–Lithuanian Commonwealth",domain
Rudolf Christoph Eucken,Who was Schopenhauer's professor at the University of Göttingen?,Gottlob Ernst Schulze,domain
Rudolf Christoph Eucken,When was Martin Heidegger born?,26 September 1889,domain
Rudolf Christoph Eucken,What were the three principles developed by Ernst Troeltsch for critical historiography?,"Criticism, analogy, and correlation",domain
Rudolf Christoph Eucken,When was Gustav Teichmüller born?,"November 19, 1832",entity
Rudolf Christoph Eucken,What are the names of the two early books published by Hermann Lotze?,Metaphysik and Logik,entity
Rudolf Christoph Eucken,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,entity
Rudolf Christoph Eucken,When and where was Hermann Lotze born?,"21 May 1817 in Bautzen, Saxony, Germany",entity
Rudolf Christoph Eucken,What was the main objective of Lotze's later works regarding human organism?,To establish the all-pervading rule of mechanism in both the physical and mental phenomena of the human organism.,entity
Rudolf Christoph Eucken,Which kingdom did Aurich become part of after Napoleon was defeated in 1814?,The Kingdom of Hanover,entity
Rudolf Christoph Eucken,What position did Trendelenburg hold before becoming a professor in Berlin?,Tutor to the son of an intimate friend of Karl vom Stein zum Altenstein,entity
Rudolf Christoph Eucken,What was the nationality of Gustav Teichmüller?,German,entity
Rudolf Christoph Eucken,Where did Gustav Teichmüller receive his education in philosophy?,Berlin,entity
Rudolf Christoph Eucken,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,entity
Rudolf Christoph Eucken,Which university did Hermann Lotze succeed Johann Friedrich Herbart in the chair of philosophy?,University of Göttingen,entity
Rudolf Christoph Eucken,What degrees did Hermann Lotze obtain and in what fields?,He obtained a degree in medicine and a degree in philosophy.,entity
Rudolf Christoph Eucken,What was the subject of Trendelenburg's doctoral dissertation?,Plato's Doctrine of Ideas and Numbers as Illustrated by Aristotle,entity
Rudolf Christoph Eucken,What are the two main interpretations of the city name 'Aurich'?,"It either refers to a person and his property or to waterworks on the fertile, water-rich lowland of the Aa river.",entity
Rudolf Christoph Eucken,What was Aurich made the capital of during the First French Empire?,The department Ems-Oriental,entity
Rudolf Christoph Eucken,What was the title of Hermann Lotze's dissertation for his medical degree?,De futurae biologiae principibus philosophicis,entity
Rudolf Christoph Eucken,Which philosopher's notion of perspectivism influenced Friedrich Nietzsche's philosophy?,Gustav Teichmüller,entity
Rudolf Christoph Eucken,When did Gustav Teichmüller pass away?,"May 22, 1888",entity
Rudolf Christoph Eucken,Which universities did Friedrich Adolf Trendelenburg attend?,"Kiel, Leipzig, Berlin",entity
Rudolf Christoph Eucken,What is the capital of the district of Aurich?,Aurich,entity
Ryan Reynolds,When was Ryan Reynolds born?,"October 23, 1976",general
Ryan Reynolds,In which city was Ryan Reynolds born?,"Vancouver, British Columbia",general
Ryan Reynolds,Which high school did Ryan Reynolds attend?,Kitsilano Secondary School,general
Ryan Reynolds,What animated film series did Ryan Reynolds provide voice acting for between 2013 and 2020?,The Croods,general
Ryan Reynolds,Which 2016 film marked Ryan Reynolds's biggest commercial success?,Deadpool,general
Siegfried Lenz,Who was the literary critic that Martin Walser portrayed in his novel Death of a Critic?,Marcel Reich-Ranicki,domain
Siegfried Lenz,What was Günter Grass's most famous work?,The Tin Drum (1959),domain
Siegfried Lenz,What prize did Heinrich Böll receive in 1972?,Nobel Prize for Literature,domain
Siegfried Lenz,What was the occupation of Heinrich Böll's family?,Cabinet shop owners,domain
Siegfried Lenz,What was the name of the magazine that Hans Magnus Enzensberger edited from 1965?,Kursbuch,domain
Siegfried Lenz,At what age did Martin Walser become a member of the Nazi Party?,17,domain
Siegfried Lenz,What award did Hans Magnus Enzensberger receive in 2009?,A special lifetime recognition award given by the trustees of the Griffin Trust for Excellence in Poetry,domain
Siegfried Lenz,What was the title of Heinrich Böll's first novel?,Der Zug war pünktlich (The Train Was on Time),domain
Siegfried Lenz,What was the title of Hans Magnus Enzensberger's 2014 book?,Tumult,domain
Siegfried Lenz,What was Günter Grass's family background?,"His father was a Lutheran Protestant of German origin, and his mother was a Roman Catholic of Kashubian-Polish origin",domain
Siegfried Lenz,Where was Günter Grass born?,"The Free City of Danzig (now Gdańsk, Poland)",domain
Siegfried Lenz,What was the name of Hans Magnus Enzensberger's brother?,Christian Enzensberger,domain
Siegfried Lenz,When was Hans Magnus Enzensberger born?,11 November 1929,domain
Siegfried Lenz,At what age did Heinrich Böll die?,67,domain
Siegfried Lenz,When was Martin Walser born?,24 March 1927,domain
Siegfried Lenz,What did Heinrich Böll study at the University of Cologne?,German studies and classics,domain
Siegfried Lenz,What was the occupation of Hans Magnus Enzensberger's father?,Telecommunications technician,domain
Siegfried Lenz,When was Heinrich Böll born?,21 December 1917,domain
Siegfried Lenz,"What was the name of the university where Martin Walser studied literature, history, and philosophy?",University of Regensburg and the University of Tübingen,domain
Siegfried Lenz,What was Martin Walser's occupation before becoming a writer?,Journalist for Süddeutscher Rundfunk,domain
Siegfried Lenz,After how many months of service can an officer candidate be promoted to Fähnrich zur See in the Deutsche Marine?,21 months,entity
Siegfried Lenz,What was the main purpose of Group 47's meetings?,"Literary criticism and promotion of young, unknown authors.",entity
Siegfried Lenz,How is a Fähnrich zur See formally addressed in the navy context?,Herr/Frau Fähnrich zur See,entity
Siegfried Lenz,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,entity
Siegfried Lenz,What was the fate of the Hansa after being de-commissioned as a Hilfskreuzer in February 1944?,The ship became a Kadettenschulschiff (cadet training ship).,entity
Siegfried Lenz,When did the meetings of Group 47 end?,1967,entity
Siegfried Lenz,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,entity
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,entity
Siegfried Lenz,What countries were involved in the Treaty of Warsaw (1970)?,The Federal Republic of Germany (West Germany) and the People's Republic of Poland.,entity
Siegfried Lenz,Why was the Treaty of Warsaw significant from the Polish perspective?,"It was considered a compensation for the former Polish territory east of the Curzon Line, annexed by the Soviet Union in 1939.",entity
Siegfried Lenz,What did the Treaty of Warsaw (1970) commit both sides to?,Nonviolence and acceptance of the existing border—the Oder-Neisse line.,entity
Siegfried Lenz,What significant event in Dieter Hildebrandt's life happened in 1944?,He was admitted to the Nazi Party on 20 April 1944.,entity
Siegfried Lenz,What significant role did the Hansa serve from September 1944 to May 1945?,"Participated in the Baltic Sea evacuations, transporting over 12,000 soldiers and civilians.",entity
Siegfried Lenz,What controversy did Martin Walser cause in his acceptance speech for the Peace Prize of the German Book Trade?,He criticised the 'monumentalization of shame' in remembrance of the Holocaust.,entity
Siegfried Lenz,Why was the Hansa not given a raider letter by the Royal Navy?,Because she did not enter active service as a commerce raider.,entity
Siegfried Lenz,"When did Dieter Hildebrandt die, and what was revealed just days before his death?","He died on 20 November 2013, and it was revealed just days before that he had cancer.",entity
Siegfried Lenz,How was the Treaty of Warsaw (1970) viewed by the conservative opposition in West Germany?,As a betrayal of national interests.,entity
Siegfried Lenz,What significant role did Group 47 play in post-World War II Germany?,It offered a platform for the renewal of German literature after World War II and the end of censorship in Nazi Germany.,entity
